First Name,Last Name Initial,Coolness,Length of First Name,Distance,is_Cool
Ann,X,25,3,23,0
Andrea,V,95,6,21,1
Lucille,N,12,7,2,0
David,U,40,5,17,0
Lisa,S,83,4,7,1
Mary,T,51,4,7,0
Wilson,I,37,6,14,0
Charles,T,25,7,17,0
James,F,49,5,4,0
Joseph,M,10,6,3,0
Fred,O,71,4,9,0
Mabel,V,87,5,9,1
Robert,N,63,6,4,0
Stella,O,91,6,4,1
Alexis,I,36,6,8,0
Kathrine,R,22,8,7,0
Vivian,D,13,6,18,0
Mark,G,67,4,6,0
Henry,J,33,5,2,0
Donald,C,39,6,1,0
Kim,S,37,3,8,0
James,Z,34,5,16,0
Susan,U,2,5,2,0
Alfred,X,83,6,23,1
Sandra,O,69,6,4,0
Sadie,N,0,5,5,0
Kelly,Z,22,5,15,0
George,X,96,6,17,1
William,S,85,7,4,1
Frances,O,0,7,9,0
Edgar,P,39,5,11,0
Louise,Q,7,6,5,0
Katherine,Q,85,9,6,1
Vanessa,R,37,7,4,0
Martina,K,93,7,2,1
Robert,A,65,6,17,0
Joseph,E,58,6,5,0
Mona,G,66,4,6,0
Stephen,F,4,7,13,0
Mario,L,68,5,1,0
James,U,9,5,11,0
Cary,O,3,4,12,0
Rick,V,10,4,4,0
Ann,X,66,3,23,0
Beatrice,R,79,8,16,1
Elizabeth,K,12,9,6,0
Theresa,T,61,7,0,0
John,H,47,4,2,0
Brandon,M,17,7,11,0
Candace,C,86,7,0,1
Lisa,A,84,4,11,1
Edna,N,24,4,9,0
Jillian,B,9,7,8,0
Anthony,E,79,7,4,1
Carolyn,V,3,7,19,0
Elida,D,36,5,1,0
Charles,R,84,7,15,1
David,T,81,5,16,1
Helen,K,93,5,3,1
Werner,G,7,6,16,0
Deidre,K,84,6,7,1
Francisco,K,94,9,5,1
Howard,H,72,6,0,0
Jason,K,96,5,1,1
Renee,H,74,5,10,0
Josefina,E,29,8,5,0
Constance,L,1,9,9,0
Sheila,Q,96,6,2,1
Joseph,B,19,6,8,0
Bruce,I,36,5,7,0
Steven,F,18,6,13,0
Chad,V,96,4,19,1
Mark,F,98,4,7,1
Mari,W,22,4,10,0
Earl,E,62,4,0,0
Jeffery,W,91,7,13,1
Janice,V,83,6,12,1
Leslie,D,77,6,8,1
Megan,N,66,5,1,0
Adam,S,94,4,18,1
Cynthia,Z,76,7,23,1
Michael,K,15,7,2,0
Samira,N,49,6,5,0
Tim,W,8,3,3,0
Walter,N,71,6,9,0
John,X,33,4,14,0
Tanya,M,70,5,7,0
Cecile,J,97,6,7,1
Robert,E,3,6,13,0
Shawn,Q,72,5,2,0
Jackie,F,51,6,4,0
Rosanne,V,5,7,4,0
Judy,Y,90,4,15,1
Brenda,Z,65,6,24,0
Suk,G,57,3,12,0
Mary,X,20,4,11,0
Brian,G,19,5,5,0
Chester,K,86,7,8,1
John,X,20,4,14,0
Audry,H,8,5,7,0
Vivian,H,46,6,14,0
James,X,28,5,14,0
Naomi,H,42,5,6,0
Amelia,S,10,6,18,0
Jeremy,X,19,6,14,0
Steve,G,20,5,12,0
Carey,C,50,5,0,0
Timothy,P,6,7,4,0
Cyril,F,88,5,3,1
Florencio,B,61,9,4,0
Theresa,W,60,7,3,0
Thomas,X,34,6,4,0
Henry,X,63,5,16,0
James,G,49,5,3,0
Marisa,H,41,6,5,0
Mitchell,Z,21,8,13,0
Jose,Y,38,4,15,0
Maxine,O,54,6,2,0
Glen,Y,2,4,18,0
Kevin,R,99,5,7,1
David,N,11,5,10,0
Sam,V,90,3,3,1
Patricia,D,98,8,12,1
Shirley,M,12,7,6,0
Anthony,K,55,7,10,0
Michael,V,39,7,9,0
William,T,31,7,3,0
Sonia,C,13,5,16,0
Susan,K,96,5,8,1
Reginald,O,91,8,3,1
Mary,G,68,4,6,0
Deborah,F,76,7,2,1
Wayne,A,32,5,22,0
Byron,B,30,5,0,0
Yvonne,G,0,6,18,0
Otis,K,41,4,4,0
Nickie,U,48,6,7,0
Eric,D,5,4,1,0
Lee,D,23,3,8,0
Jeffrey,E,0,7,5,0
Judy,K,83,4,1,1
John,Y,87,4,15,1
Christina,L,61,9,9,0
Andrew,L,18,6,11,0
Jason,L,49,5,2,0
Mark,X,77,4,11,1
Chris,D,69,5,1,0
Michelle,O,88,8,2,1
Jeanne,L,14,6,2,0
Vernon,G,94,6,15,1
Robert,P,0,6,2,0
Susanna,C,60,7,16,0
Peter,O,9,5,1,0
Michael,B,97,7,11,1
Juan,E,91,4,5,1
Trudy,B,28,5,18,0
Joseph,G,7,6,3,0
Grant,P,66,5,9,0
Kim,I,3,3,2,0
Hector,X,86,6,16,1
Bonnie,V,53,6,20,0
Leroy,Y,22,5,13,0
John,G,7,4,3,0
John,O,84,4,5,1
Nancy,G,56,5,7,0
Christina,E,7,9,2,0
Jennifer,G,96,8,3,1
Chelsea,N,96,7,11,1
John,I,41,4,1,0
Audrey,B,97,6,1,1
Andrea,V,26,6,21,0
Jim,T,59,3,10,0
Paul,S,88,4,3,1
Ignacio,U,0,7,12,0
David,G,51,5,3,0
Judy,O,71,4,5,0
Gerald,R,31,6,11,0
Milton,P,75,6,3,0
Wendell,V,68,7,1,0
Joel,J,90,4,0,1
Matthew,V,98,7,9,1
Andrea,D,29,6,3,0
Donald,C,91,6,1,1
Joe,U,72,3,11,0
Scott,U,90,5,2,1
Elizabeth,V,7,9,17,0
Diana,Y,27,5,21,0
Saul,S,27,4,0,0
Peggy,I,98,5,7,1
Donald,H,95,6,4,1
Frederick,M,94,9,7,1
Kenneth,U,77,7,10,1
Clyde,S,23,5,16,0
Earl,K,91,4,6,1
Brian,J,38,5,8,0
David,T,57,5,16,0
Janice,D,95,6,6,1
Lindy,F,62,5,6,0
Mary,C,1,4,10,0
Joyce,A,98,5,9,1
Bradford,H,58,8,6,0
Richard,X,46,7,6,0
Fred,T,87,4,14,1
Corey,Z,45,5,23,0
Angel,Y,10,5,24,0
Patricia,S,7,8,3,0
Alfred,U,100,6,20,1
Frances,K,40,7,5,0
Nancy,K,56,5,3,0
Dustin,Y,31,6,21,0
Dolores,R,26,7,14,0
Delmar,B,41,6,2,0
Maria,V,47,5,9,0
Verna,J,9,5,12,0
Florence,W,55,8,17,0
Wesley,X,28,6,1,0
Doris,J,98,5,6,1
Rosemary,O,6,8,3,0
Karen,Z,16,5,15,0
Jason,C,4,5,7,0
Jeffrey,F,54,7,4,0
Nora,J,15,4,4,0
Patty,S,34,5,3,0
Brendan,U,79,7,19,1
Marie,E,90,5,8,1
Dennis,E,74,6,1,0
Michelle,K,13,8,2,0
Michael,P,52,7,3,0
Amber,K,78,5,10,1
Christine,Q,45,9,14,0
Candice,T,46,7,17,0
George,A,44,6,6,0
Ruby,C,22,4,15,0
Jessica,W,91,7,13,1
Nellie,L,54,6,2,0
Frances,X,21,7,18,0
Brent,P,29,5,14,0
Tonya,L,67,5,8,0
Christopher,F,59,11,3,0
Maurice,T,75,7,7,0
Alice,C,64,5,2,0
William,F,1,7,17,0
Ashley,B,89,6,1,1
Sally,A,28,5,18,0
Tracey,N,94,6,6,1
Dina,U,58,4,17,0
David,B,96,5,2,1
Cynthia,A,18,7,2,0
Matthew,M,59,7,0,0
Sam,A,30,3,18,0
Delores,K,10,7,7,0
Sara,Y,96,4,6,1
Jane,I,29,4,1,0
Larry,M,89,5,1,1
Christine,E,38,9,2,0
Stephanie,U,39,9,2,0
Wendy,J,73,5,13,0
Tyler,U,9,5,1,0
Sharon,B,29,6,17,0
Douglas,W,26,7,19,0
Roger,K,14,5,7,0
Rebecca,E,92,7,13,1
Gary,V,66,4,15,0
Felipe,Z,72,6,20,0
Beulah,C,49,6,1,0
Wesley,D,75,6,19,0
Bill,A,51,4,1,0
Roy,U,17,3,3,0
Andrea,N,66,6,13,0
Dominic,G,1,7,3,0
Karen,U,31,5,10,0
Debbie,O,14,6,11,0
James,D,69,5,6,0
Derek,G,39,5,3,0
Michele,M,92,7,0,1
John,E,83,4,5,1
Marian,A,63,6,12,0
Donna,L,60,5,8,0
Michael,T,53,7,7,0
Robyn,N,9,5,4,0
Alberta,M,88,7,12,1
Richard,Y,9,7,7,0
Thomas,V,99,6,2,1
Lewis,O,24,5,3,0
Hannah,F,59,6,2,0
Christine,Q,57,9,14,0
Amanda,P,24,6,15,0
Eleanor,T,17,7,15,0
James,D,36,5,6,0
Thomas,A,47,6,19,0
Doris,K,1,5,7,0
Robert,U,0,6,3,0
Hector,X,55,6,16,0
Karen,T,50,5,9,0
Scott,G,22,5,12,0
Laura,L,3,5,0,0
Adrian,T,24,6,19,0
Kevin,I,61,5,2,0
Antonio,F,71,7,5,0
Angela,W,5,6,22,0
Christopher,D,74,11,1,0
Jennifer,G,37,8,3,0
Benjamin,H,25,8,6,0
Beverly,G,61,7,5,0
Michael,W,94,7,10,1
Lois,A,54,4,11,0
Mary,O,33,4,2,0
Genevieve,N,79,9,7,1
Marcia,I,2,6,4,0
David,T,47,5,16,0
Nichol,J,41,6,4,0
Richard,D,56,7,14,0
Holli,Z,22,5,18,0
Frank,A,86,5,5,1
Karl,G,0,4,4,0
Deborah,D,3,7,0,0
Cornelia,G,42,8,4,0
Ray,N,75,3,4,0
Matthew,J,76,7,3,1
William,E,11,7,18,0
Quinton,V,59,7,5,0
Horacio,D,71,7,4,0
Mary,L,47,4,1,0
Ruth,Q,85,4,1,1
Martha,F,9,6,7,0
Catherine,R,37,9,15,0
Veronica,S,6,8,3,0
Thomas,Z,17,6,6,0
Sharon,E,55,6,14,0
Jay,G,38,3,3,0
Mary,Y,73,4,12,0
Judith,T,48,6,10,0
Anthony,D,11,7,3,0
Winifred,K,18,8,12,0
Suzette,Y,68,7,6,0
George,X,58,6,17,0
Anita,T,28,5,19,0
Michael,O,74,7,2,0
Margaret,C,60,8,10,0
Jack,U,94,4,11,1
Sue,P,16,3,3,0
Sara,A,36,4,18,0
Alexa,Q,91,5,16,1
Gwen,P,24,4,9,0
Molly,B,41,5,11,0
John,G,59,4,3,0
Dustin,R,73,6,14,0
Nicholas,K,77,8,3,1
Daniel,H,25,6,4,0
Bruce,L,97,5,10,1
Elsie,C,73,5,2,0
Charles,W,0,7,20,0
Wendy,K,61,5,12,0
Beverly,S,22,7,17,0
Kenneth,W,38,7,12,0
Luis,I,88,4,3,1
Edmund,B,54,6,3,0
Raymond,U,27,7,3,0
Carl,N,14,4,11,0
Allan,L,40,5,11,0
James,O,15,5,5,0
Arthur,C,33,6,2,0
Harriet,X,8,7,16,0
Debra,Y,6,5,21,0
Mark,P,0,4,3,0
Kenneth,J,96,7,1,1
Mary,T,98,4,7,1
Tracy,L,21,5,8,0
Luis,R,63,4,6,0
Sandy,M,10,5,6,0
Daniel,H,50,6,4,0
Cody,K,90,4,8,1
Peter,R,23,5,2,0
Ivy,P,63,3,7,0
Tanya,O,77,5,5,1
Sarah,F,8,5,13,0
Jody,O,85,4,5,1
Dennis,Z,69,6,22,0
Justin,Q,91,6,7,1
Celeste,W,72,7,20,0
Kasandra,D,40,8,7,0
Sharon,B,86,6,17,1
Betty,R,99,5,16,1
Hazel,F,92,5,2,1
Walter,D,91,6,19,1
Kenneth,C,24,7,8,0
Carolina,B,8,8,1,0
Christopher,S,57,11,16,0
Sherry,F,46,6,13,0
Gregory,R,9,7,11,0
Lori,D,53,4,8,0
Jonathan,E,78,8,5,1
Brian,B,50,5,0,0
Marvin,L,25,6,1,0
Mildred,C,45,7,10,0
Estelle,E,54,7,0,0
George,S,53,6,12,0
Susan,G,82,5,12,1
Emma,H,12,4,3,0
Jeremy,G,57,6,3,0
Shawn,K,54,5,8,0
Donna,Z,34,5,22,0
Roy,Y,47,3,7,0
Timothy,E,72,7,15,0
Debra,Y,96,5,21,1
Evelyn,A,99,6,4,1
Dorothy,C,78,7,1,1
Jason,N,34,5,4,0
Johnnie,T,84,7,10,1
Carey,R,27,5,15,0
William,O,74,7,8,0
Curtis,N,72,6,11,0
Margaret,C,20,8,10,0
Amanda,P,76,6,15,1
Roger,W,20,5,5,0
Elizabeth,E,49,9,0,0
Sally,W,22,5,4,0
Michelle,H,36,8,5,0
Kimberley,O,23,9,4,0
Ben,E,21,3,3,0
Kristie,A,11,7,10,0
Lena,R,78,4,6,1
Marie,N,12,5,1,0
Ronald,C,52,6,15,0
Harold,F,40,6,2,0
Grace,S,78,5,12,1
Linda,K,99,5,1,1
Mary,J,57,4,3,0
Roberta,V,88,7,4,1
Kirk,V,100,4,11,1
Buck,K,90,4,9,1
James,V,31,5,12,0
John,Z,54,4,16,0
Amos,H,79,4,7,1
Diane,S,68,5,15,0
Lynda,L,52,5,0,0
Carmella,J,61,8,7,0
Amy,H,38,3,7,0
David,A,27,5,3,0
Darren,X,16,6,20,0
Brian,T,69,5,18,0
Richard,L,93,7,6,1
Steven,K,89,6,8,1
Patti,M,37,5,3,0
Kevin,N,56,5,3,0
Richard,D,8,7,14,0
Alicia,I,37,6,8,0
Loren,O,5,5,3,0
Steven,M,36,6,6,0
Ronald,T,30,6,2,0
Amanda,Y,9,6,24,0
Shari,D,28,5,15,0
Fay,X,23,3,18,0
John,Q,29,4,7,0
Barbara,H,87,7,6,1
Angela,F,17,6,5,0
Russell,Z,80,7,8,1
Steve,L,44,5,7,0
Flossie,F,95,7,0,1
Laura,Z,96,5,14,1
James,M,25,5,3,0
James,W,58,5,13,0
Pauline,Z,91,7,10,1
Robert,B,62,6,16,0
Gerald,E,60,6,2,0
Robert,K,69,6,7,0
Rodger,G,42,6,11,0
Gwendolyn,A,69,9,6,0
Joanne,V,86,6,12,1
Todd,A,22,4,19,0
Robert,G,90,6,11,1
Joseph,G,58,6,3,0
James,R,51,5,8,0
Ryan,N,61,4,4,0
Johnathan,P,55,9,6,0
Barbara,H,14,7,6,0
Robert,K,59,6,7,0
John,M,100,4,3,1
David,I,17,5,5,0
Petra,Q,28,5,1,0
Zandra,K,4,6,15,0
Joseph,U,73,6,11,0
Rufus,J,22,5,8,0
Cari,E,75,4,2,0
Curt,L,3,4,9,0
Ted,R,86,3,2,1
Benjamin,Y,84,8,23,1
Nancy,I,73,5,5,0
Jim,Z,57,3,16,0
William,G,84,7,16,1
William,I,10,7,14,0
James,Y,7,5,15,0
Janice,C,3,6,7,0
Anthony,R,94,7,17,1
Angela,O,81,6,14,1
Casey,L,27,5,9,0
Anna,L,62,4,11,0
Leonard,O,14,7,3,0
Lawrence,Q,52,8,5,0
Brenda,B,71,6,0,0
Dorothy,T,86,7,16,1
Timothy,D,8,7,16,0
Bennie,W,5,6,21,0
Jamie,O,62,5,5,0
Robert,N,93,6,4,1
Chuck,A,56,5,2,0
Jorge,W,95,5,13,1
David,X,70,5,20,0
Carlos,Q,27,6,14,0
Maria,G,14,5,6,0
Gerald,G,75,6,0,0
Joel,H,69,4,2,0
Kacey,O,92,5,4,1
Sylvester,W,59,9,4,0
George,E,89,6,2,1
Iliana,M,76,6,4,1
Natalie,B,9,7,12,0
Andrea,Z,64,6,25,0
David,G,29,5,3,0
Carolyn,S,98,7,16,1
Agnes,B,51,5,1,0
Darlene,U,7,7,17,0
Joey,O,74,4,5,0
Casey,J,77,5,7,1
Howard,I,93,6,1,1
Christopher,P,57,11,13,0
Mary,F,90,4,7,1
Patrick,M,56,7,3,0
Yvonne,D,96,6,21,1
Tina,C,31,4,17,0
Salvador,H,1,8,11,0
Brandy,C,90,6,1,1
Betty,I,7,5,7,0
Walter,I,88,6,14,1
Deandre,E,56,7,1,0
Betty,H,34,5,6,0
Michael,X,41,7,11,0
Donald,F,75,6,2,0
Teresa,Y,58,6,5,0
Frank,R,50,5,12,0
Nicholas,K,82,8,3,1
Stephen,I,2,7,10,0
Daniel,F,4,6,2,0
Lowell,Y,28,6,13,0
Elizabeth,T,67,9,15,0
Sidney,S,97,6,0,1
Gregory,X,11,7,17,0
Anthony,N,50,7,13,0
John,W,37,4,13,0
Kimberly,B,63,8,9,0
Carol,G,14,5,4,0
Ruth,A,88,4,17,1
Kathlene,Q,1,8,6,0
Robert,Q,52,6,1,0
Louise,P,24,6,4,0
Stephanie,Z,76,9,7,1
Anna,K,52,4,10,0
Grace,A,6,5,6,0
Dawn,O,49,4,11,0
Stanley,R,26,7,1,0
Frank,X,5,5,18,0
Craig,G,75,5,4,0
Lillie,Y,46,6,13,0
Darlene,I,24,7,5,0
William,R,29,7,5,0
Mary,C,75,4,10,0
Morgan,N,69,6,1,0
Charles,O,88,7,12,1
Gwendolyn,H,15,9,1,0
Donald,Y,33,6,21,0
Linda,A,39,5,11,0
Jason,W,49,5,13,0
Ruben,M,50,5,5,0
Linda,L,72,5,0,0
James,E,14,5,5,0
Joe,H,31,3,2,0
Maria,Y,4,5,12,0
Shirley,P,1,7,3,0
William,E,86,7,18,1
Vivian,H,41,6,14,0
Teresa,B,76,6,18,1
Lindsay,Q,8,7,5,0
Mary,E,16,4,8,0
Janet,Q,4,5,7,0
Tracie,J,98,6,10,1
Mary,F,46,4,7,0
Cassandra,C,81,9,0,1
Julius,R,14,6,8,0
Steven,E,98,6,14,1
Jarrod,K,0,6,1,0
Patricia,R,20,8,2,0
Bernadette,V,93,10,20,1
April,Z,49,5,25,0
Alonzo,M,3,6,12,0
Lee,M,63,3,1,0
Dannielle,A,98,9,3,1
Joe,L,1,3,2,0
Roberta,W,81,7,5,1
Mindy,D,43,5,9,0
Glenda,G,37,6,0,0
Ethan,U,38,5,16,0
Douglas,T,79,7,16,1
Billy,L,11,5,10,0
Lauren,H,99,6,4,1
Betty,E,72,5,3,0
Maria,L,49,5,1,0
Patrick,O,34,7,1,0
Wallace,T,76,7,3,1
William,Z,27,7,3,0
Rex,A,36,3,17,0
Margaret,N,10,8,1,0
Shelby,V,46,6,3,0
Joann,Q,13,5,7,0
John,T,41,4,10,0
Lisa,P,68,4,4,0
Larry,E,25,5,7,0
Ruth,B,65,4,16,0
Shannon,X,92,7,5,1
Edgar,D,30,5,1,0
Jerry,G,90,5,3,1
Harvey,X,42,6,16,0
Werner,D,8,6,19,0
Henry,H,45,5,0,0
Tommy,T,46,5,0,0
Maxine,D,13,6,9,0
Francine,E,8,8,1,0
Sabrina,T,59,7,1,0
Peggy,N,58,5,2,0
Susan,I,85,5,10,1
Christopher,W,34,11,20,0
Pamela,P,98,6,0,1
Bobby,O,8,5,13,0
Amy,X,5,3,23,0
Donald,E,40,6,1,0
Helen,M,68,5,5,0
Amy,T,65,3,19,0
Margaret,A,60,8,12,0
David,E,64,5,1,0
Dreama,C,36,6,1,0
Sarah,H,45,5,11,0
Sheila,R,98,6,1,1
Palma,U,64,5,5,0
Micah,N,17,5,1,0
Judy,D,3,4,6,0
Emma,W,54,4,18,0
Kristine,O,36,8,4,0
Stephanie,K,65,9,8,0
Cindy,A,98,5,2,1
Vincent,H,63,7,14,0
Clifford,N,68,8,11,0
Donna,R,89,5,14,1
Bruce,H,41,5,6,0
Kenneth,H,29,7,3,0
Barbara,D,34,7,2,0
Sharon,H,89,6,11,1
James,O,58,5,5,0
Janette,Z,82,7,16,1
Taylor,B,79,6,18,1
Kimberly,J,7,8,1,0
Michelle,H,78,8,5,1
Sammy,A,17,5,18,0
Lenora,C,93,6,9,1
Lisa,C,11,4,9,0
Sally,R,48,5,1,0
Kenneth,L,72,7,1,0
Marie,F,17,5,7,0
Martha,I,19,6,4,0
Fannie,L,84,6,6,1
Tracy,I,60,5,11,0
Doris,Z,84,5,22,1
John,A,58,4,9,0
Christopher,Z,16,11,23,0
Araceli,Q,67,7,16,0
Roger,W,76,5,5,1
Richard,R,58,7,0,0
Pearline,I,81,8,7,1
Genie,N,14,5,7,0
Douglas,G,37,7,3,0
Freddie,I,34,7,3,0
Michael,Q,37,7,4,0
Katherine,C,90,9,8,1
Jason,U,26,5,11,0
Lisa,B,10,4,10,0
Susan,J,59,5,9,0
Daniel,P,48,6,12,0
James,U,33,5,11,0
Jeremy,E,59,6,5,0
David,R,14,5,14,0
Claud,K,70,5,8,0
Helen,X,25,5,16,0
Betty,O,18,5,13,0
Lloyd,B,47,5,10,0
Margaret,T,95,8,7,1
Beatrice,N,72,8,12,0
Elizabeth,T,94,9,15,1
Barbara,N,77,7,12,1
Pam,Z,12,3,10,0
Carol,U,50,5,18,0
Jeanette,O,22,8,5,0
Linda,K,82,5,1,1
Margaret,N,30,8,1,0
Georgia,L,68,7,5,0
Brian,H,48,5,6,0
Lorraine,X,48,8,12,0
Albert,F,4,6,5,0
Thomas,S,49,6,1,0
Curtis,M,60,6,10,0
Priscilla,Z,1,9,10,0
April,E,41,5,4,0
Myra,B,27,4,11,0
Gilbert,H,94,7,1,1
Marguerite,L,90,10,1,1
Thomas,T,12,6,0,0
Fred,U,98,4,15,1
David,I,83,5,5,1
Julia,P,18,5,6,0
Johnny,H,49,6,2,0
Mae,B,39,3,11,0
Dwight,O,7,6,11,0
Joyce,H,62,5,2,0
Heather,K,36,7,3,0
Charles,X,17,7,21,0
David,Q,63,5,13,0
Kathy,K,4,5,0,0
Nathaniel,V,89,9,8,1
Travis,L,3,6,8,0
Lola,C,16,4,9,0
Bryan,X,37,5,22,0
Robert,E,46,6,13,0
Karen,Q,80,5,6,1
Mae,D,7,3,9,0
Harvey,I,43,6,1,0
Joseph,F,0,6,4,0
Virgilio,R,75,8,4,0
Matthew,Y,100,7,12,1
Eric,V,64,4,17,0
Jonathan,A,28,8,9,0
Holly,N,4,5,6,0
Michael,U,46,7,8,0
Leon,M,21,4,1,0
Laurie,C,94,6,9,1
Mary,E,13,4,8,0
Francis,X,11,7,18,0
Emily,A,99,5,4,1
Robert,R,1,6,0,0
Wilson,M,0,6,10,0
Mary,J,83,4,3,1
Vaughn,W,10,6,1,0
Thomas,A,64,6,19,0
Charlie,P,44,7,13,0
Dawn,C,89,4,1,1
Elizabeth,A,16,9,4,0
Jeffrey,C,75,7,7,0
Aaron,P,38,5,15,0
Claude,D,9,6,1,0
Eric,F,30,4,1,0
Eileen,D,58,6,1,0
Jessica,P,70,7,6,0
Valerie,C,20,7,19,0
Robert,W,62,6,5,0
Charles,Z,56,7,23,0
William,N,59,7,9,0
David,A,55,5,3,0
Mikel,R,22,5,5,0
Tatyana,F,6,7,14,0
Robert,W,16,6,5,0
Lauren,K,83,6,1,1
Janice,T,2,6,10,0
Thomas,W,89,6,3,1
Patricia,U,93,8,5,1
Jesse,V,24,5,12,0
Wendie,A,91,6,22,1
Bobbie,D,93,6,2,1
Paul,F,79,4,10,1
Mary,L,53,4,1,0
Sharon,M,71,6,6,0
Michal,S,100,6,6,1
Micah,O,68,5,2,0
James,L,19,5,2,0
Grant,F,64,5,1,0
Randy,R,15,5,0,0
Catherine,O,74,9,12,0
Walter,K,88,6,12,1
Ann,Y,58,3,24,0
Tony,Q,3,4,3,0
John,W,40,4,13,0
John,T,5,4,10,0
Debra,X,71,5,20,0
Cameron,Z,10,7,23,0
Teresa,W,10,6,3,0
Debra,E,32,5,1,0
Alice,I,76,5,8,1
Russell,Y,70,7,7,0
Barbara,T,85,7,18,1
Jack,Z,44,4,16,0
Keith,I,24,5,2,0
Phyllis,U,49,7,5,0
Jacqueline,X,26,10,14,0
Samuel,X,79,6,5,1
Anna,C,67,4,2,0
Judith,K,83,6,1,1
Joan,Q,97,4,7,1
Dolores,C,64,7,1,0
Lori,H,85,4,4,1
Anthony,R,98,7,17,1
Sharee,U,77,6,2,1
Anna,F,7,4,5,0
Daniel,R,27,6,14,0
Connie,N,37,6,11,0
Elizabeth,N,44,9,9,0
Kelly,U,35,5,10,0
Neva,K,68,4,3,0
Larry,A,55,5,11,0
Joanne,M,59,6,3,0
Frances,Z,83,7,20,1
Leonard,T,43,7,8,0
Leeanne,I,16,7,3,0
Tanya,F,77,5,14,1
Donna,E,95,5,1,1
Sabra,F,70,5,13,0
Donald,H,90,6,4,1
Brad,Q,6,4,15,0
Theresa,U,78,7,1,1
Joseph,V,96,6,12,1
Jerry,V,34,5,12,0
James,Z,60,5,16,0
Eric,D,3,4,1,0
Brent,Y,4,5,23,0
Melody,B,95,6,11,1
Charlotte,B,92,9,1,1
Amanda,F,2,6,5,0
Shelton,N,81,7,5,1
Betty,R,75,5,16,0
Rodney,T,32,6,2,0
William,N,15,7,9,0
Marie,U,10,5,8,0
Steve,T,70,5,1,0
Thomas,L,50,6,8,0
Patricia,G,18,8,9,0
David,Y,1,5,21,0
Deborah,R,84,7,14,1
Stephen,B,47,7,17,0
Justin,R,99,6,8,1
Matthew,Z,38,7,13,0
Daniel,A,37,6,3,0
Jeff,K,21,4,1,0
Jeannette,P,26,9,6,0
Robert,O,68,6,3,0
William,N,8,7,9,0
Robert,P,56,6,2,0
Valorie,I,28,7,13,0
Helen,G,45,5,1,0
Blanca,P,56,6,14,0
Sharon,E,82,6,14,1
Jeanne,W,88,6,13,1
Julie,G,99,5,3,1
Sheila,W,30,6,4,0
Dexter,X,98,6,20,1
David,R,78,5,14,1
Annette,U,98,7,20,1
Jessica,I,42,7,1,0
Erika,O,32,5,10,0
Douglas,Q,13,7,13,0
Mary,J,25,4,3,0
Isaac,V,79,5,13,1
Germaine,X,15,8,17,0
Nakita,U,12,6,7,0
Jane,W,19,4,13,0
Teddy,W,33,5,3,0
Mayra,O,10,5,2,0
Alice,D,65,5,3,0
Chad,J,27,4,7,0
Jean,V,19,4,12,0
Dana,Y,81,4,21,1
Robert,W,23,6,5,0
Barbara,R,10,7,16,0
Nichole,L,54,7,2,0
Andrea,G,100,6,6,1
James,C,76,5,7,1
Michelle,K,45,8,2,0
Eleanor,G,63,7,2,0
Frances,A,18,7,5,0
Isabella,S,96,8,10,1
Louis,M,16,5,1,0
Richard,L,70,7,6,0
Willie,C,49,6,20,0
Joe,T,99,3,10,1
Scott,E,98,5,14,1
Gabriel,G,63,7,0,0
Kennith,D,70,7,7,0
Randy,K,97,5,7,1
Raymond,E,75,7,13,0
Steven,U,86,6,2,1
Adele,O,74,5,14,0
Dierdre,Q,5,7,13,0
Stephanie,V,23,9,3,0
James,Z,2,5,16,0
William,O,66,7,8,0
James,J,28,5,0,0
Hilda,F,39,5,2,0
Nancy,N,21,5,0,0
Jose,L,90,4,2,1
Kathryn,Y,85,7,14,1
Minnie,S,23,6,6,0
Donald,K,66,6,7,0
Michael,V,26,7,9,0
Nancy,G,95,5,7,1
James,C,26,5,7,0
Manuel,K,12,6,2,0
Terry,U,99,5,1,1
Marie,V,28,5,9,0
Donald,R,41,6,14,0
Trudie,F,56,6,14,0
Laura,E,87,5,7,1
Mary,K,80,4,2,1
Robert,R,60,6,0,0
Ernest,Q,71,6,12,0
David,N,51,5,10,0
Nancy,W,5,5,9,0
Paul,U,8,4,5,0
Micheal,G,34,7,6,0
Elsie,N,89,5,9,1
Donald,X,17,6,20,0
Elizabeth,C,62,9,2,0
Michael,E,95,7,8,1
Rose,Q,35,4,1,0
James,H,23,5,2,0
James,M,43,5,3,0
Florence,J,80,8,4,1
Eugene,Q,7,6,12,0
Yvette,T,39,6,5,0
Matthew,A,54,7,12,0
Charles,E,44,7,2,0
Ruth,N,91,4,4,1
Dale,F,71,4,2,0
Robert,R,9,6,0,0
Nicholas,V,37,8,8,0
Marylou,U,11,7,8,0
Shane,T,11,5,1,0
Ralph,K,22,5,7,0
Michael,R,0,7,5,0
Cynthia,F,15,7,3,0
Sheila,G,23,6,12,0
Andrew,B,25,6,1,0
Diane,Y,26,5,21,0
Cassandra,I,63,9,6,0
Kelly,N,86,5,3,1
James,S,49,5,9,0
Bertha,A,66,6,1,0
Elizabeth,C,52,9,2,0
Guy,S,61,3,12,0
David,S,12,5,15,0
Donna,H,7,5,4,0
Margie,H,54,6,5,0
Norma,Y,23,5,11,0
Henry,A,6,5,7,0
Valerie,W,39,7,1,0
Edna,P,3,4,11,0
John,F,59,4,4,0
Tia,K,4,3,9,0
